record_id,timestamp,agitator_tag,gearbox_tag,motor_tag,component,measurement_type,item_description,unit,source_value,operating_state,record_note
LOG-00692,2026-07-10 18:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.55,batch hold,historian point
LOG-00693,2026-07-10 18:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,batch hold,historian point
LOG-00694,2026-07-10 18:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,batch hold,historian point
LOG-00695,2026-07-10 18:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.7,batch hold,historian point
LOG-00696,2026-07-10 19:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.2,batch hold,historian point
LOG-00697,2026-07-10 19:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.59,batch hold,historian point
LOG-00698,2026-07-10 19:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,batch hold,historian point
LOG-00699,2026-07-10 19:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,batch hold,historian point
LOG-00700,2026-07-10 19:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.8,batch hold,historian point
LOG-00701,2026-07-10 20:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.1,batch hold,historian point
LOG-00702,2026-07-10 20:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.64,batch hold,historian point
LOG-00703,2026-07-10 20:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,batch hold,historian point
LOG-00704,2026-07-10 20:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00705,2026-07-10 20:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.8,batch hold,historian point
LOG-00706,2026-07-10 21:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.0,batch hold,historian point
LOG-00707,2026-07-10 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.68,batch hold,historian point
LOG-00708,2026-07-10 21:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,batch hold,historian point
LOG-00709,2026-07-10 21:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00710,2026-07-10 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.9,batch hold,historian point
LOG-00711,2026-07-10 22:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.8,batch hold,historian point
LOG-00712,2026-07-10 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.73,batch hold,historian point
LOG-00713,2026-07-10 22:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,batch hold,historian point
LOG-00714,2026-07-10 22:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00715,2026-07-10 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.0,batch hold,historian point
LOG-00716,2026-07-10 23:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.7,batch hold,historian point
LOG-00717,2026-07-10 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.77,batch hold,historian point
LOG-00718,2026-07-10 23:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.0,batch hold,historian point
LOG-00719,2026-07-10 23:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.5,batch hold,historian point
LOG-00720,2026-07-10 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
